0xa361275ed1fb08d0a8ba8712ecf6de765dbc2000,59631482916478205
0x0401343c50ff963a7b02b20b31fa9b0b159354d4,1345216831665020522
0xd1818a80dac94fa1db124b9b1a1bb71dc20f228d,383871502377867085
0x8b932f5e9b62bba7fc468396dd628ae2dd88cf33,319753252308421410
0x46376cf0ef9bd3daafab1b57e6c939b3062c2af1,198923659205625276
0xc00d8dac46b1f8bceae2477591822b4e5b0a7c6b,8756981306504463992
0xce7a7f3991f6f11601d428a8772a7f9f1892be76,285314170230157130
0x7420cc223e132bb04adc64db001314ab15439cb2,421456387365684753
0xefdc4ad9024244ea879169356160e03b06c94225,16135877472278414
0xcaf2d3f6c4a375ccec74eb7ed5c03f5b6cd8876e,52702967922303477
0x2ef0782745b9890c2d1047cbd33be98e22ec35a2,2326317011308399940
0xc766d73be01caa06834032bf5c8f8f0f41a7bf36,16207592794915945685
0x0639dda84198dc06f5bc91bddbb62cd2e38c2f9a,58151304648761350
0x9826c9a6ad325039ade6af911ae00b2478888882,289861896818245788
0x65361446ffa940257dede3dde9255fccfacd9409,23867898401024854
0x4b753eabe477ee22324c21a5a9d7457586861f22,9418306748748990
0xc4f107089a02e5b3e52b99f73d19edb99e68dcc9,1021546491908114627
0x58d5b531135274f887a8dabfad2a812765cb42de,24525383028230015